epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
1,30.9604,2.22011,17.5634,5.11802,2.38948,0,0,0,0,0,0,0,0,0,3.05961,13.0031,4.82344,2.35862,0,0,0,0
2,35.0002,2.02432,17.4121,5.1089,2.38269,0,0,0,0,0,0,0,0,0,3.07826,13.1847,4.85495,2.3222,0,1.17822e-06,1.17822e-06,1.17822e-06
3,38.0633,2.36613,17.2823,5.25951,2.61731,0,0,0,0,0,0,0,0,0,3.04239,13.3449,4.87019,2.26466,0,2.33288e-06,2.33288e-06,2.33288e-06
4,41.8773,2.25692,16.8666,5.131,2.34219,0,0,0,0,0,0,0,0,0,3.06521,13.3564,4.87681,2.29744,0,3.46397e-06,3.46397e-06,3.46397e-06
5,45.0255,2.19229,15.2494,5.19038,2.30835,0,0,0,0,0,0,0,0,0,3.08318,13.5176,4.8936,2.34147,0,4.5715e-06,4.5715e-06,4.5715e-06
6,47.7891,2.37415,17.2571,5.32237,2.2017,0,0,0,0,0,0,0,0,0,3.10414,13.4411,4.8989,2.38171,0,5.65548e-06,5.65548e-06,5.65548e-06
7,51.097,1.89539,17.2469,5.15551,1.99055,0,0,0,0,0,0,0,0,0,3.17019,13.6946,4.92495,2.42316,0,6.71588e-06,6.71588e-06,6.71588e-06
8,54.2203,1.89087,17.1564,5.00477,2.4469,0,0,0,0,0,0,0,0,0,3.20272,13.8184,4.92998,2.51659,0,7.75273e-06,7.75273e-06,7.75273e-06
9,56.9993,2.54416,13.879,5.41822,2.31623,0,0,0,0,0,0,0,0,0,3.23481,13.8625,4.91853,2.65225,0,8.76602e-06,8.76602e-06,8.76602e-06
10,60.4868,1.25022,19.485,4.9615,1.52866,0,0,0,0,0,0,0,0,0,3.29889,13.8545,4.92478,2.74333,0,9.75574e-06,9.75574e-06,9.75574e-06
11,64.0976,2.14322,17.1273,5.11742,2.29958,0,0,0,0,0,0,0,0,0,3.29094,13.9081,4.92798,2.7529,0,1.07219e-05,1.07219e-05,1.07219e-05
12,66.9277,2.08618,16.0947,4.93066,2.2439,0,0,0,0,0,0,0,0,0,3.3485,13.9183,4.93075,2.81483,0,1.16645e-05,1.16645e-05,1.16645e-05
13,69.8256,2.29669,16.303,4.99445,2.62903,0,0,0,0,0,0,0,0,0,3.45389,13.7549,4.93995,2.90761,0,1.25835e-05,1.25835e-05,1.25835e-05
14,72.3795,2.09445,14.5562,5.11757,2.20983,0,0,0,0,0,0,0,0,0,3.43958,13.901,4.96112,2.86687,0,1.3479e-05,1.3479e-05,1.3479e-05
15,75.5747,2.23605,14.4368,5.16462,2.33204,0,0,0,0,0,0,0,0,0,3.47441,13.7719,4.96448,2.89129,0,1.43509e-05,1.43509e-05,1.43509e-05
16,78.171,2.1224,18.9674,5.09405,2.17347,0,0,0,0,0,0,0,0,0,3.48684,13.8594,4.96902,2.90333,0,1.51993e-05,1.51993e-05,1.51993e-05
17,80.7291,1.45584,15.2072,4.83922,1.7278,0,0,0,0,0,0,0,0,0,3.49873,13.838,4.95956,2.93199,0,1.60241e-05,1.60241e-05,1.60241e-05
18,83.8226,1.58535,17.145,4.85123,2.05314,0,0,0,0,0,0,0,0,0,3.49873,13.838,4.95956,2.93199,0,1.68253e-05,1.68253e-05,1.68253e-05
19,87.2282,1.88928,19.1775,4.96026,2.24224,0,0,0,0,0,0,0,0,0,3.45586,13.9247,4.94864,2.9501,0,1.7603e-05,1.7603e-05,1.7603e-05
20,90.5268,2.34004,14.5018,5.54215,2.43356,0,0,0,0,0,0,0,0,0,3.45586,13.9247,4.94864,2.9501,0,1.83571e-05,1.83571e-05,1.83571e-05
21,93.6954,1.7431,14.7263,4.97794,1.92245,0,0,0,0,0,0,0,0,0,3.46845,13.9317,4.96018,2.96731,0,1.90876e-05,1.90876e-05,1.90876e-05
22,96.4611,1.91768,17.6005,5.02404,2.35704,0,0,0,0,0,0,0,0,0,3.46845,13.9317,4.96018,2.96731,0,1.97946e-05,1.97946e-05,1.97946e-05
23,98.9964,1.80606,16.8659,4.97029,1.95311,0,0,0,0,0,0,0,0,0,3.54304,13.9189,4.9806,3.04831,0,2.0478e-05,2.0478e-05,2.0478e-05
24,101.865,1.52564,19.0744,4.95387,1.60333,0,0,0,0,0,0,0,0,0,3.54304,13.9189,4.9806,3.04831,0,2.11379e-05,2.11379e-05,2.11379e-05
25,104.208,1.89594,17.4995,5.07997,1.99485,0,0,0,0,0,0,0,0,0,3.5805,13.7923,5.01304,3.03066,0,2.17741e-05,2.17741e-05,2.17741e-05
26,106.647,2.18155,12.3701,5.01767,2.15582,0,0,0,0,0,0,0,0,0,3.5805,13.7923,5.01304,3.03066,0,2.23869e-05,2.23869e-05,2.23869e-05
27,109.467,2.34229,16.7614,5.00063,2.40609,0,0,0,0,0,0,0,0,0,3.45844,13.8473,5.04196,2.84378,0,2.2976e-05,2.2976e-05,2.2976e-05
28,111.587,2.46622,14.4031,5.34363,2.49529,0,0,0,0,0,0,0,0,0,3.45844,13.8473,5.04196,2.84378,0,2.35417e-05,2.35417e-05,2.35417e-05
29,113.883,1.96239,13.8053,4.98979,2.08418,0,0,0,0,0,0,0,0,0,3.33464,13.7483,5.05218,2.7622,0,2.40837e-05,2.40837e-05,2.40837e-05
