TimestampUTC,Video,Annotated_Video,Type,Severity,Crack_ID,Avg_Length_mm,Avg_Width_mm,Avg_Orientation_Deg,Avg_Area_mm2,Total_Frames_Tracked,Critical_Shear_Alert,GSD_mm_per_px
2026-09-17T14:23:08+00:00,udp://0.0.0.0:5000,,Crack,Structural,Crack#2,348.57,2.3834,64.5,823.86,180,1,0.5436
