epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
91,21670.2,0.91892,1.71141,1.20578,1.22311,0,0.24524,0.35197,0.23241,0.12024,0.26743,0.32855,0.22472,0.10491,1.56904,2.56764,2.0203,1.71201,0,0.000919704,0.000919704,0.000919704
92,21873.5,0.91779,1.6623,1.16903,1.19233,0,0.29581,0.31955,0.24421,0.13615,0.27684,0.29042,0.22637,0.11383,1.54782,2.6945,1.97063,1.71544,0,0.000914046,0.000914046,0.000914046
93,22075.7,0.90244,1.67278,1.20749,1.18812,0,0.31923,0.24958,0.22685,0.13253,0.29584,0.25722,0.21785,0.11065,1.57002,2.70604,1.96875,1.72053,0,0.000908387,0.000908387,0.000908387
94,22277.8,0.90892,1.61545,1.13716,1.19136,0,0.68985,0.23138,0.24266,0.14244,0.26992,0.26139,0.21927,0.11935,1.57904,2.6281,2.08151,1.75177,0,0.000902728,0.000902728,0.000902728
95,22479.6,0.87159,1.57345,1.12801,1.18316,0,0.35706,0.2832,0.25575,0.14237,0.2764,0.30569,0.2223,0.10793,1.5662,2.66261,1.95474,1.70965,0,0.000897069,0.000897069,0.000897069
96,22681.5,0.88316,1.61356,1.13455,1.17703,0,0.64195,0.26574,0.25323,0.14391,0.22951,0.34268,0.22081,0.12095,1.58407,2.66501,2.01368,1.69518,0,0.00089141,0.00089141,0.00089141
97,22883.4,0.84279,1.5779,1.06558,1.14971,0,0.28478,0.31703,0.25246,0.13778,0.26277,0.30223,0.2202,0.1119,1.58109,2.73219,2.11402,1.68491,0,0.000885751,0.000885751,0.000885751
98,23087.1,0.87395,1.61558,1.11788,1.17371,0,0.32998,0.34397,0.27205,0.14626,0.28116,0.33785,0.25084,0.11531,1.63924,2.67127,2.10229,1.7611,0,0.000880093,0.000880093,0.000880093
99,23289.4,0.84375,1.57656,1.05651,1.15888,0,0.31278,0.29019,0.24093,0.1371,0.31001,0.25946,0.22125,0.11718,1.58467,2.63992,2.01922,1.75299,0,0.000874434,0.000874434,0.000874434
100,23491.3,0.85236,1.60248,1.08365,1.158,0,0.28402,0.27651,0.24114,0.14463,0.26079,0.25597,0.22084,0.11404,1.58492,2.82674,1.92918,1.72382,0,0.000868775,0.000868775,0.000868775
101,23694.2,0.86902,1.59429,1.10505,1.16564,0,0.48374,0.26245,0.27475,0.14629,0.38225,0.26377,0.23742,0.11617,1.56266,2.74558,2.02367,1.72809,0,0.000863116,0.000863116,0.000863116
102,23896.4,0.88846,1.62413,1.14615,1.2024,0,0.28923,0.37845,0.25403,0.13091,0.26942,0.36929,0.21852,0.10853,1.59404,2.60083,2.0775,1.7526,0,0.000857457,0.000857457,0.000857457
103,24099.9,0.84512,1.54581,1.08544,1.14989,0,0.2553,0.34045,0.24737,0.1391,0.22554,0.29275,0.22245,0.10746,1.60699,2.55579,2.03723,1.74744,0,0.000851798,0.000851798,0.000851798
104,24301.5,0.82762,1.53067,1.01835,1.14982,0,0.37589,0.28993,0.2698,0.15061,0.35419,0.28365,0.25206,0.12787,1.58502,2.63415,1.99403,1.70438,0,0.000846139,0.000846139,0.000846139
105,24503.4,0.87392,1.5432,1.14096,1.17786,0,0.31261,0.31665,0.24383,0.13735,0.29212,0.30494,0.21929,0.1092,1.51607,2.78197,1.93687,1.69649,0,0.000840481,0.000840481,0.000840481
106,24705.2,0.81523,1.50496,1.06162,1.13877,0,0.33629,0.36629,0.26709,0.15356,0.30012,0.31344,0.25565,0.12365,1.51272,2.67674,1.97145,1.69024,0,0.000834822,0.000834822,0.000834822
107,24906.7,0.82656,1.52612,1.01605,1.12858,0,0.65601,0.29419,0.27952,0.16374,0.66004,0.28742,0.26213,0.13893,1.54711,2.63613,1.95729,1.71796,0,0.000829163,0.000829163,0.000829163
108,25106.9,0.83601,1.50717,1.0297,1.14425,0,0.43167,0.32348,0.27666,0.15354,0.67774,0.2428,0.23935,0.12339,1.51604,2.50645,1.90089,1.69777,0,0.000823504,0.000823504,0.000823504
109,25306.1,0.8206,1.53006,1.00824,1.14855,0,0.31735,0.371,0.24625,0.14501,0.32137,0.30706,0.23916,0.12507,1.58343,2.73743,2.00333,1.78912,0,0.000817845,0.000817845,0.000817845
110,25928,0.80169,1.49874,1.00342,1.11586,0,0.35429,0.31335,0.26253,0.14723,0.3218,0.27251,0.24573,0.12517,1.53982,2.66026,1.95977,1.69258,0,0.000812186,0.000812186,0.000812186
111,26125.8,0.77989,1.41935,0.94864,1.11369,0,0.69692,0.26639,0.27144,0.14515,0.67759,0.26883,0.23235,0.11748,1.54795,2.82799,2.05276,1.68858,0,0.000806528,0.000806528,0.000806528
112,26325.5,0.80871,1.50482,1.01067,1.12573,0,0.37988,0.33446,0.29592,0.16022,0.3411,0.3031,0.25125,0.13172,1.54839,2.71572,1.85557,1.73309,0,0.000800869,0.000800869,0.000800869
113,26603.4,0.80718,1.51621,1.02493,1.15358,0,0.39492,0.36948,0.31043,0.16033,0.33569,0.32597,0.26588,0.13515,1.59192,2.64388,1.90952,1.75932,0,0.00079521,0.00079521,0.00079521
114,27168.9,0.79885,1.43071,0.93669,1.11679,0,0.37578,0.37152,0.29846,0.1676,0.68315,0.25858,0.25801,0.13708,1.57057,2.73048,1.92661,1.72809,0,0.000789551,0.000789551,0.000789551
115,27368.8,0.82482,1.53923,0.98323,1.13728,0,0.32321,0.27239,0.25956,0.1491,0.22798,0.30198,0.23066,0.1134,1.5474,2.63252,1.95518,1.70149,0,0.000783892,0.000783892,0.000783892
116,27568.4,0.83011,1.5273,1.00267,1.16433,0,0.74749,0.25684,0.29724,0.16213,0.74789,0.25431,0.26407,0.14014,1.55936,2.61333,1.96443,1.702,0,0.000778233,0.000778233,0.000778233
117,28213.8,0.79023,1.48072,0.96569,1.11343,0,0.35889,0.26654,0.25802,0.14153,0.33987,0.25481,0.22847,0.1146,1.57196,2.72358,2.00136,1.71789,0,0.000772575,0.000772575,0.000772575
