epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
27,7483.25,0.79393,1.60906,1.13341,1.14255,0,0.41126,0.39504,0.3584,0.19922,0.32371,0.32555,0.27432,0.15425,1.32948,2.47418,1.78623,1.46165,0,4.852e-05,4.852e-05,4.852e-05
28,7687.65,0.81809,1.58257,1.07693,1.1258,0,0.34679,0.39109,0.29921,0.18204,0.34851,0.29709,0.26391,0.15428,1.38045,2.41281,1.90054,1.50974,0,4.654e-05,4.654e-05,4.654e-05
29,7889.84,0.79822,1.5132,1.04283,1.12389,0,0.40427,0.26874,0.26586,0.16769,0.39808,0.25839,0.24243,0.14178,1.36761,2.54705,1.91682,1.5117,0,4.456e-05,4.456e-05,4.456e-05
30,8151.84,0.77929,1.57509,1.02581,1.11862,0,0.45323,0.33863,0.30619,0.1895,0.39757,0.30736,0.27849,0.15747,1.34023,2.31956,1.89511,1.50982,0,4.258e-05,4.258e-05,4.258e-05
31,8680.12,0.79301,1.62264,1.0258,1.12933,0,0.40641,0.40272,0.33799,0.20222,0.35883,0.37007,0.29141,0.16203,1.30529,2.38557,1.75787,1.45873,0,4.06e-05,4.06e-05,4.06e-05
32,8882.35,0.75323,1.47838,0.96704,1.1031,0,0.35746,0.31337,0.28359,0.17896,0.36456,0.31559,0.27127,0.15455,1.32288,2.4559,1.92409,1.48857,0,3.862e-05,3.862e-05,3.862e-05
33,9084.05,0.77358,1.53413,1.02014,1.12444,0,0.35066,0.39561,0.29923,0.19066,0.40571,0.32817,0.28619,0.15252,1.30435,2.41704,1.80397,1.43735,0,3.664e-05,3.664e-05,3.664e-05
34,9286.74,0.71819,1.48623,0.9536,1.0797,0,0.4687,0.26517,0.28773,0.18046,0.27193,0.40782,0.27692,0.15453,1.33731,2.36526,1.95067,1.47655,0,3.466e-05,3.466e-05,3.466e-05
35,9897.25,0.71962,1.40922,0.89456,1.08761,0,0.39672,0.35632,0.28338,0.17585,0.32326,0.32516,0.25566,0.14523,1.35055,2.43307,1.91154,1.49805,0,3.268e-05,3.268e-05,3.268e-05
36,10102,0.7068,1.39132,0.88441,1.06766,0,0.35037,0.36767,0.2881,0.17115,0.44485,0.25084,0.26185,0.14546,1.37172,2.48484,1.95865,1.49301,0,3.07e-05,3.07e-05,3.07e-05
